"TIME","Sender.ISO3","Receiver.ISO3","DONOR","RECIPIENT","Distance","Weight","ID","transactions"
2020,"AZE","UKR",611,85,"distant",0.26,497,1
2020,"AZE","UZB",611,617,"distant",0.24,498,1
2014,"AZE","VCT",611,384,"distant",0.11,499,2
2020,"AZE","VEN",611,463,"distant",0.12,500,1
2017,"AZE","YEM",611,580,"distant",0.1,501,3
2013,"BEL","AFG",2,625,"distant",141.95,502,29
2013,"BEL","AGO",2,225,"distant",55.21,503,27
1999,"BEL","ALB",2,71,"distant",7.5,504,23
1990,"BEL","ARE",2,576,"distant",0.06,505,4
2020,"BEL","ARG",2,425,"distant",15.56,506,32
2010,"BEL","ARM",2,610,"distant",5.82,507,18
2007,"BEL","AZE",2,611,"distant",2.89,508,6
1988,"BEL","BDI",2,228,"distant",1067.7,509,34
2018,"BEL","BEN",2,236,"distant",465.51,510,34
1995,"BEL","BFA",2,287,"distant",411.93,511,34
2016,"BEL","BGD",2,666,"distant",54.56,512,24
2000,"BEL","BIH",2,64,"distant",30.3,513,16
2020,"BEL","BLR",2,86,"distant",0.94,514,16
1989,"BEL","BLZ",2,352,"distant",0.03,515,2
2007,"BEL","BOL",2,428,"distant",527.63,516,34
1993,"BEL","BRA",2,431,"distant",122.65,517,34
1990,"BEL","BTN",2,630,"distant",0.18,518,6
1993,"BEL","BWA",2,227,"distant",6.05,519,22
1997,"BEL","CAF",2,231,"distant",51.81,520,33
2000,"BEL","CHN",2,730,"distant",92.15,521,19
2001,"BEL","CIV",2,247,"distant",517.41,522,34
1988,"BEL","CMR",2,229,"distant",445.49,523,34
2017,"BEL","COD",2,235,"distant",4684.03,524,34
1988,"BEL","COG",2,234,"distant",109.2,525,33
2003,"BEL","COL",2,437,"distant",80.02,526,34
1996,"BEL","COM",2,233,"distant",10.46,527,21
1995,"BEL","CPV",2,230,"distant",47.74,528,29
2019,"BEL","CRI",2,336,"distant",15.86,529,28
2008,"BEL","CUB",2,338,"distant",100.65,530,31
2003,"BEL","CYP",2,30,"distant",1.51,531,9
1988,"BEL","DJI",2,274,"distant",2.42,532,18
1997,"BEL","DMA",2,378,"distant",0.88,533,12
2020,"BEL","DOM",2,340,"distant",20.07,534,34
1992,"BEL","DZA",2,130,"distant",232.89,535,33
2012,"BEL","ECU",2,440,"distant",358.47,536,34
2011,"BEL","EGY",2,142,"distant",23.15,537,19
2004,"BEL","ERI",2,271,"distant",32.67,538,18
2014,"BEL","ETH",2,238,"distant",192.35,539,34
1992,"BEL","FJI",2,832,"distant",0.53,540,6
2003,"BEL","GAB",2,239,"distant",27.11,541,17
1994,"BEL","GEO",2,612,"distant",8.31,542,21
1998,"BEL","GHA",2,241,"distant",163.88,543,34
2018,"BEL","GIN",2,243,"distant",109.06,544,34
2019,"BEL","GMB",2,240,"distant",8.42,545,32
2002,"BEL","GNB",2,244,"distant",27.71,546,30
1989,"BEL","GNQ",2,245,"distant",1.74,547,11
1989,"BEL","GRD",2,381,"distant",0.04,548,2
2017,"BEL","GTM",2,347,"distant",98.25,549,34
1988,"BEL","GUY",2,446,"distant",0.64,550,10
2002,"BEL","HND",2,351,"distant",50.66,551,34
2010,"BEL","HRV",2,62,"distant",8.33,552,15
1995,"BEL","HTI",2,349,"distant",175.24,553,34
1994,"BEL","IDN",2,738,"distant",111.24,554,18
2021,"BEL","IND",2,645,"distant",98.15,555,21
2015,"BEL","IRN",2,540,"distant",10.48,556,24
2018,"BEL","IRQ",2,543,"distant",443.63,557,29
1998,"BEL","ISR",2,546,"distant",4.14,558,16
1997,"BEL","JAM",2,354,"distant",53.6,559,28
2003,"BEL","JOR",2,549,"distant",39.75,560,23
2005,"BEL","KAZ",2,613,"distant",5.98,561,12
2005,"BEL","KEN",2,248,"distant",351.21,562,34
2000,"BEL","KGZ",2,614,"distant",2.78,563,14
2015,"BEL","KHM",2,728,"distant",163.74,564,34
1995,"BEL","KOR",2,742,"distant",1.01,565,12
2000,"BEL","KWT",2,552,"distant",0.17,566,1
2004,"BEL","LAO",2,745,"distant",65.81,567,31
1996,"BEL","LBN",2,555,"distant",103.58,568,33
1997,"BEL","LBR",2,251,"distant",63.58,569,26
1988,"BEL","LBY",2,133,"distant",11.15,570,14
1990,"BEL","LCA",2,383,"distant",0.03,571,1
2021,"BEL","LKA",2,640,"distant",35.61,572,34
1991,"BEL","LSO",2,249,"distant",1.64,573,14
1991,"BEL","MAR",2,136,"distant",418.31,574,34
2008,"BEL","MDA",2,93,"distant",1.02,575,17
2000,"BEL","MDG",2,252,"distant",80.66,576,34
1999,"BEL","MDV",2,655,"distant",5.41,577,10
2021,"BEL","MEX",2,358,"distant",23.31,578,34
2004,"BEL","MHL",2,859,"distant",0.04,579,1
2007,"BEL","MKD",2,66,"distant",6.58,580,17
2018,"BEL","MLI",2,255,"distant",399.1,581,34
1994,"BEL","MLT",2,45,"distant",0.02,582,1
2007,"BEL","MMR",2,635,"distant",15.45,583,24
2018,"BEL","MNE",2,65,"distant",0.27,584,6
2019,"BEL","MNG",2,753,"distant",11.42,585,17
2000,"BEL","MOZ",2,259,"distant",392.42,586,34
1993,"BEL","MRT",2,256,"distant",28.99,587,33
1995,"BEL","MUS",2,257,"distant",5.17,588,16
2006,"BEL","MWI",2,253,"distant",133.09,589,34
1999,"BEL","MYS",2,751,"distant",2.96,590,18
2010,"BEL","NAM",2,275,"distant",19.18,591,31
1990,"BEL","NER",2,260,"distant",489.02,592,34
1995,"BEL","NGA",2,261,"distant",392.79,593,34
1988,"BEL","NIC",2,364,"distant",103.03,594,34
1988,"BEL","NPL",2,660,"distant",20.5,595,27
2018,"BEL","PAK",2,665,"distant",56.02,596,24
1995,"BEL","PAN",2,366,"distant",2.39,597,24
2020,"BEL","PER",2,454,"distant",339.47,598,34
2008,"BEL","PHL",2,755,"distant",169.53,599,34
2017,"BEL","PLW",2,861,"distant",0.17,600,2
1994,"BEL","PNG",2,862,"distant",1.38,601,19
1994,"BEL","PRK",2,740,"distant",2.81,602,21
1992,"BEL","PRY",2,451,"distant",4.28,603,28
2013,"BEL","PSE",2,550,"distant",475.28,604,26
2009,"BEL","RWA",2,266,"distant",1305.98,605,34
1995,"BEL","SAU",2,566,"distant",0.01,606,1
1997,"BEL","SDN",2,278,"distant",61.37,607,32
1993,"BEL","SEN",2,269,"distant",454.13,608,34
1988,"BEL","SLB",2,866,"distant",0.1,609,1
1991,"BEL","SLE",2,272,"distant",57.72,610,29
1990,"BEL","SLV",2,342,"distant",51.35,611,34
1988,"BEL","SOM",2,273,"distant",59,612,26
2018,"BEL","SRB",2,63,"distant",105.51,613,24
2020,"BEL","SSD",2,279,"distant",60.37,614,10
1990,"BEL","STP",2,268,"distant",2.59,615,10
2020,"BEL","SUR",2,457,"distant",67.88,616,34
1997,"BEL","SVN",2,61,"distant",0.76,617,6
1991,"BEL","SWZ",2,280,"distant",3.15,618,14
2019,"BEL","SYR",2,573,"distant",148.22,619,21
2017,"BEL","TCD",2,232,"distant",49.32,620,31
2001,"BEL","TGO",2,283,"distant",220.3,621,34
2015,"BEL","THA",2,764,"distant",58.12,622,27
2008,"BEL","TJK",2,615,"distant",0.95,623,6
2009,"BEL","TKM",2,616,"distant",0.12,624,2
2003,"BEL","TLS",2,765,"distant",20.29,625,10
2018,"BEL","TUN",2,139,"distant",139.44,626,28
2004,"BEL","TUR",2,55,"distant",154.12,627,15
1996,"BEL","TWN",2,732,"distant",1.78,628,17
1988,"BEL","TZA",2,282,"distant",580.78,629,34
2017,"BEL","UGA",2,285,"distant",441.36,630,34
2019,"BEL","UKR",2,85,"distant",30.99,631,23
2006,"BEL","UZB",2,617,"distant",5.35,632,9
1990,"BEL","VEN",2,463,"distant",13.08,633,31
2003,"BEL","VNM",2,769,"distant",524.29,634,34
1995,"BEL","WSM",2,880,"distant",0.37,635,6
1995,"BEL","YEM",2,580,"distant",63.01,636,22
1998,"BEL","ZAF",2,218,"distant",351.34,637,28
2001,"BEL","ZMB",2,288,"distant",96.6,638,34
2015,"BEL","ZWE",2,265,"distant",91.23,639,34
2018,"BGR","AFG",72,625,"distant",0.87,640,8
2021,"BGR","AGO",72,225,"distant",0.01,641,1
2018,"BGR","ALB",72,71,"distant",1.24,642,5
2017,"BGR","ARM",72,610,"distant",0.64,643,5
2021,"BGR","AZE",72,611,"distant",0.03,644,1
2021,"BGR","BGD",72,666,"distant",1.81,645,1
2015,"BGR","BIH",72,64,"distant",1.56,646,8
2020,"BGR","BLR",72,86,"distant",0.01,647,1
2021,"BGR","BTN",72,630,"distant",1.16,648,1
2016,"BGR","ECU",72,440,"distant",0.03,649,1
2019,"BGR","GEO",72,612,"distant",0.96,650,9
2015,"BGR","IRQ",72,543,"distant",0.87,651,7
2021,"BGR","JOR",72,549,"distant",0.12,652,2
2020,"BGR","LBN",72,555,"distant",0.03,653,1
2021,"BGR","MAR",72,136,"distant",0.01,654,1
2015,"BGR","MDA",72,93,"distant",1.5,655,7
2015,"BGR","MKD",72,66,"adjacent",3.35,656,9
2019,"BGR","MNE",72,65,"distant",0.26,657,3
2021,"BGR","MNG",72,753,"distant",0.27,658,5
2021,"BGR","NAM",72,275,"distant",0.03,659,1
2015,"BGR","NPL",72,660,"distant",0.04,660,1
2019,"BGR","PRK",72,740,"distant",0.02,661,2
2018,"BGR","PSE",72,550,"distant",0.29,662,4
2015,"BGR","SOM",72,273,"distant",0.03,663,1
2018,"BGR","SRB",72,63,"adjacent",2.15,664,8
2014,"BGR","SYR",72,573,"distant",1.77,665,10
2021,"BGR","TUN",72,139,"distant",0.01,666,1
2020,"BGR","TUR",72,55,"adjacent",9.19,667,6
2014,"BGR","UKR",72,85,"distant",1.33,668,8
2020,"BGR","VNM",72,769,"distant",0.13,669,5
2018,"BGR","YEM",72,580,"distant",0.4,670,5
2011,"BGR","ZMB",72,288,"distant",6.4,671,1
1996,"CAN","AFG",301,625,"distant",2825.92,672,34
2010,"CAN","AGO",301,225,"distant",92.18,673,33
2015,"CAN","ALB",301,71,"distant",12.11,674,27
1994,"CAN","ARG",301,425,"distant",58.68,675,34
2018,"CAN","ARM",301,610,"distant",11.26,676,26
1988,"CAN","ATG",301,377,"distant",17.39,677,29
2000,"CAN","AZE",301,611,"distant",10.78,678,26
1993,"CAN","BDI",301,228,"distant",116.76,679,34
1990,"CAN","BEN",301,236,"distant",232.94,680,34
2004,"CAN","BFA",301,287,"distant",693.05,681,34
2005,"CAN","BGD",301,666,"distant",2121.6,682,34
2021,"CAN","BIH",301,64,"distant",110.74,683,26
1994,"CAN","BLR",301,86,"distant",4.57,684,24
2002,"CAN","BLZ",301,352,"distant",20.89,685,34
1995,"CAN","BOL",301,428,"distant",447.03,686,34
1993,"CAN","BRA",301,431,"distant",146.28,687,34
2006,"CAN","BTN",301,630,"distant",18.93,688,33
2009,"CAN","BWA",301,227,"distant",67.79,689,34
2004,"CAN","CAF",301,231,"distant",144.94,690,34
1998,"CAN","CHN",301,730,"distant",914.56,691,23
2009,"CAN","CIV",301,247,"distant",567.31,692,34
1996,"CAN","CMR",301,229,"distant",792,693,34
2020,"CAN","COD",301,235,"distant",986.57,694,34
1993,"CAN","COG",301,234,"distant",87.36,695,33
1999,"CAN","COL",301,437,"distant",614.25,696,33
2020,"CAN","COM",301,233,"distant",4.83,697,24
2018,"CAN","CPV",301,230,"distant",11.6,698,33
1995,"CAN","CRI",301,336,"distant",113.54,699,34
1991,"CAN","CUB",301,338,"distant",133.07,700,34
1997,"CAN","CYP",301,30,"distant",0.29,701,8
2017,"CAN","DJI",301,274,"distant",36.06,702,34
2012,"CAN","DMA",301,378,"distant",42.09,703,33
2021,"CAN","DOM",301,340,"distant",32.63,704,34
1988,"CAN","DZA",301,130,"distant",36.71,705,20
2011,"CAN","ECU",301,440,"distant",123.83,706,34
1988,"CAN","EGY",301,142,"distant",658.03,707,34
1998,"CAN","ERI",301,271,"distant",39.49,708,28
2006,"CAN","ETH",301,238,"distant",2050.92,709,34
2007,"CAN","FJI",301,832,"distant",6.13,710,25
2020,"CAN","FSM",301,860,"distant",1.03,711,11
1991,"CAN","GAB",301,239,"distant",59.92,712,34
2006,"CAN","GEO",301,612,"distant",24.67,713,28
2014,"CAN","GHA",301,241,"distant",1611.48,714,34
2011,"CAN","GIN",301,243,"distant",213.62,715,34
2000,"CAN","GMB",301,240,"distant",21.54,716,34
1998,"CAN","GNB",301,244,"distant",14.76,717,32
2020,"CAN","GNQ",301,245,"distant",8.75,718,32
2000,"CAN","GRD",301,381,"distant",30.39,719,33
1990,"CAN","GTM",301,347,"distant",262.09,720,34
2018,"CAN","GUY",301,446,"distant",181.93,721,34
1989,"CAN","HND",301,351,"distant",529.79,722,34
2005,"CAN","HRV",301,62,"distant",9.81,723,14
1994,"CAN","HTI",301,349,"distant",2415.01,724,34
1998,"CAN","IDN",301,738,"distant",870.96,725,34
1996,"CAN","IND",301,645,"distant",565.7,726,33
1988,"CAN","IRN",301,540,"distant",18.65,727,22
2008,"CAN","IRQ",301,543,"distant",1299.25,728,28
1992,"CAN","ISR",301,546,"distant",6.22,729,13
2008,"CAN","JAM",301,354,"distant",343.64,730,34
2004,"CAN","JOR",301,549,"distant",836.67,731,34
1993,"CAN","KAZ",301,613,"distant",11.71,732,29
1992,"CAN","KEN",301,248,"distant",769.7,733,34
2001,"CAN","KGZ",301,614,"distant",15.02,734,28
1998,"CAN","KHM",301,728,"distant",194.37,735,32
2011,"CAN","KIR",301,836,"distant",1.77,736,10
1998,"CAN","KOR",301,742,"distant",5.41,737,9
1992,"CAN","LAO",301,745,"distant",43.1,738,34
2018,"CAN","LBN",301,555,"distant",615.73,739,34
2020,"CAN","LBR",301,251,"distant",70.77,740,33
2021,"CAN","LBY",301,133,"distant",32.04,741,12
1996,"CAN","LCA",301,383,"distant",48.64,742,33
1989,"CAN","LKA",301,640,"distant",328.76,743,34
1997,"CAN","LSO",301,249,"distant",28.97,744,33
2015,"CAN","MAR",301,136,"distant",289.91,745,34
2010,"CAN","MDA",301,93,"distant",5.04,746,24
1994,"CAN","MDG",301,252,"distant",74.76,747,34
2019,"CAN","MDV",301,655,"distant",17.17,748,33
2008,"CAN","MEX",301,358,"distant",138.66,749,34
2020,"CAN","MHL",301,859,"distant",1.39,750,10
2021,"CAN","MKD",301,66,"distant",18.44,751,18
2005,"CAN","MLI",301,255,"distant",1662.55,752,34
2003,"CAN","MLT",301,45,"distant",0.23,753,7
2000,"CAN","MMR",301,635,"distant",229.54,754,34
2014,"CAN","MNE",301,65,"distant",2.76,755,12
2015,"CAN","MNG",301,753,"distant",59.74,756,27
1996,"CAN","MOZ",301,259,"distant",1529.15,757,34
1990,"CAN","MRT",301,256,"distant",48.14,758,34
2002,"CAN","MUS",301,257,"distant",8.69,759,33
2013,"CAN","MWI",301,253,"distant",401.55,760,34
2017,"CAN","MYS",301,751,"distant",71.62,761,31
2007,"CAN","NAM",301,275,"distant",28.01,762,33
1998,"CAN","NER",301,260,"distant",420.2,763,34
2008,"CAN","NGA",301,261,"distant",617.12,764,34
2015,"CAN","NIC",301,364,"distant",354.84,765,34
2011,"CAN","NPL",301,660,"distant",293.02,766,34
2020,"CAN","NRU",301,845,"distant",0.66,767,7
1995,"CAN","PAK",301,665,"distant",1058.21,768,34
1991,"CAN","PAN",301,366,"distant",23.46,769,34
2010,"CAN","PER",301,454,"distant",657.03,770,34
1990,"CAN","PHL",301,755,"distant",669.24,771,34
2013,"CAN","PLW",301,861,"distant",2.92,772,10
2003,"CAN","PNG",301,862,"distant",8.51,773,29
2012,"CAN","PRK",301,740,"distant",54.96,774,26
2014,"CAN","PRY",301,451,"distant",25.07,775,34
1998,"CAN","PSE",301,550,"distant",773.69,776,29
1990,"CAN","RWA",301,266,"distant",427.99,777,34
1989,"CAN","SAU",301,566,"distant",1.14,778,5
2017,"CAN","SDN",301,278,"distant",868.75,779,34
1990,"CAN","SEN",301,269,"distant",1190.71,780,34
2018,"CAN","SLB",301,866,"distant",4.72,781,22
2008,"CAN","SLE",301,272,"distant",150.68,782,34
2004,"CAN","SLV",301,342,"distant",102.47,783,34
2018,"CAN","SOM",301,273,"distant",394.05,784,34
2004,"CAN","SRB",301,63,"distant",142.74,785,23
2014,"CAN","SSD",301,279,"distant",812.3,786,11
2003,"CAN","STP",301,268,"distant",7.31,787,32
1991,"CAN","SUR",301,457,"distant",12.05,788,30
1997,"CAN","SVN",301,61,"distant",1.18,789,8
2018,"CAN","SWZ",301,280,"distant",33.56,790,34
1998,"CAN","SYR",301,573,"distant",731.86,791,34
2001,"CAN","TCD",301,232,"distant",176.71,792,34
2012,"CAN","TGO",301,283,"distant",79.84,793,34
2011,"CAN","THA",301,764,"distant",240.3,794,29
2006,"CAN","TJK",301,615,"distant",49.17,795,26
2003,"CAN","TKM",301,616,"distant",1.83,796,15
2019,"CAN","TLS",301,765,"distant",31.27,797,23
2008,"CAN","TON",301,870,"distant",1.8,798,18
2006,"CAN","TUN",301,139,"distant",75.3,799,26
1991,"CAN","TUR",301,55,"distant",35.86,800,16
2007,"CAN","TUV",301,872,"distant",2.09,801,15
1989,"CAN","TWN",301,732,"distant",0.01,802,1
2001,"CAN","TZA",301,282,"distant",1673.93,803,34
2006,"CAN","UGA",301,285,"distant",326.44,804,34
2002,"CAN","UKR",301,85,"distant",1025.76,805,29
2019,"CAN","UZB",301,617,"distant",4.35,806,17
1989,"CAN","VCT",301,384,"distant",23.93,807,31
1989,"CAN","VEN",301,463,"distant",48.82,808,34
2011,"CAN","VNM",301,769,"distant",556.72,809,32
2013,"CAN","VUT",301,854,"distant",8.44,810,23
1998,"CAN","WSM",301,880,"distant",2.51,811,20
2000,"CAN","YEM",301,580,"distant",322.24,812,34
2006,"CAN","ZAF",301,218,"distant",291,813,29
2011,"CAN","ZMB",301,288,"distant",437.16,814,34
2012,"CAN","ZWE",301,265,"distant",392.26,815,34
2012,"CHE","AFG",11,625,"distant",570.25,816,34
2005,"CHE","AGO",11,225,"distant",91.94,817,34
1993,"CHE","ALB",11,71,"distant",427.13,818,32
2010,"CHE","ARG",11,425,"distant",10.22,819,34
2015,"CHE","ARM",11,610,"distant",79.81,820,29
2017,"CHE","ATG",11,377,"distant",0.11,821,1
1996,"CHE","AZE",11,611,"distant",98.21,822,28
1998,"CHE","BDI",11,228,"distant",188.22,823,34
2000,"CHE","BEN",11,236,"distant",450.81,824,34
2015,"CHE","BFA",11,287,"distant",742.12,825,34
2016,"CHE","BGD",11,666,"distant",742.05,826,34
2021,"CHE","BIH",11,64,"distant",512.76,827,27
2020,"CHE","BLR",11,86,"distant",35.7,828,28
1994,"CHE","BLZ",11,352,"distant",0.39,829,4
1996,"CHE","BOL",11,428,"distant",691.14,830,34
2004,"CHE","BRA",11,431,"distant",100.41,831,34
1997,"CHE","BTN",11,630,"distant",142.83,832,34
1992,"CHE","BWA",11,227,"distant",0.17,833,5
2007,"CHE","CAF",11,231,"distant",124.85,834,33
2004,"CHE","CHN",11,730,"distant",275.74,835,34
1990,"CHE","CIV",11,247,"distant",86.46,836,34
2017,"CHE","CMR",11,229,"distant",167.66,837,34
2003,"CHE","COD",11,235,"distant",390.63,838,34
2010,"CHE","COG",11,234,"distant",34.59,839,33
1999,"CHE","COL",11,437,"distant",515.28,840,34
1988,"CHE","COM",11,233,"distant",0.85,841,8
2013,"CHE","CPV",11,230,"distant",63.82,842,34
2011,"CHE","CRI",11,336,"distant",33.68,843,34
2014,"CHE","CUB",11,338,"distant",168.33,844,34
1991,"CHE","CYP",11,30,"distant",0.64,845,7
2013,"CHE","DJI",11,274,"distant",5.16,846,20
1999,"CHE","DMA",11,378,"distant",0.74,847,10
1992,"CHE","DOM",11,340,"distant",17.11,848,33
2003,"CHE","DZA",11,130,"distant",58.31,849,34
2007,"CHE","ECU",11,440,"distant",171.6,850,34
2009,"CHE","EGY",11,142,"distant",326.85,851,34
2014,"CHE","ERI",11,271,"distant",46.73,852,29
1993,"CHE","ETH",11,238,"distant",287.75,853,34
2017,"CHE","FJI",11,832,"distant",1.1,854,8
2013,"CHE","FSM",11,860,"distant",0.27,855,9
1988,"CHE","GAB",11,239,"distant",0.25,856,11
2019,"CHE","GEO",11,612,"distant",187.56,857,30
2011,"CHE","GHA",11,241,"distant",342.93,858,34
2020,"CHE","GIN",11,243,"distant",53.7,859,34
2019,"CHE","GMB",11,240,"distant",14.41,860,14
2007,"CHE","GNB",11,244,"distant",51.81,861,34
2011,"CHE","GNQ",11,245,"distant",1.21,862,19
2012,"CHE","GRD",11,381,"distant",0.09,863,3
1988,"CHE","GTM",11,347,"distant",94.16,864,34
2019,"CHE","GUY",11,446,"distant",0.11,865,3
2002,"CHE","HND",11,351,"distant",307.26,866,34
2006,"CHE","HRV",11,62,"distant",20.63,867,16
1989,"CHE","HTI",11,349,"distant",362.51,868,34
1998,"CHE","IDN",11,738,"distant",452.27,869,32
1991,"CHE","IND",11,645,"distant",663.41,870,34
1991,"CHE","IRN",11,540,"distant",26.05,871,34
2018,"CHE","IRQ",11,543,"distant",421.38,872,31
1988,"CHE","ISR",11,546,"distant",17.83,873,16
1990,"CHE","JAM",11,354,"distant",0.49,874,8
1990,"CHE","JOR",11,549,"distant",257.12,875,34
2011,"CHE","KAZ",11,613,"distant",4.97,876,25
2021,"CHE","KEN",11,248,"distant",195.15,877,34
2019,"CHE","KGZ",11,614,"distant",443.46,878,29
2016,"CHE","KHM",11,728,"distant",214.26,879,34
2003,"CHE","KOR",11,742,"distant",4.25,880,12
2016,"CHE","LAO",11,745,"distant",338.27,881,34
2007,"CHE","LBN",11,555,"distant",237.69,882,34
1998,"CHE","LBR",11,251,"distant",106.71,883,33
2019,"CHE","LBY",11,133,"distant",59.74,884,15
1994,"CHE","LKA",11,640,"distant",185.84,885,34
2021,"CHE","LSO",11,249,"distant",36.14,886,34
2003,"CHE","MAR",11,136,"distant",114.95,887,34
2001,"CHE","MDA",11,93,"distant",203.93,888,27
2006,"CHE","MDG",11,252,"distant",333.57,889,34
2014,"CHE","MDV",11,655,"distant",0.67,890,8
2017,"CHE","MEX",11,358,"distant",23.01,891,34
2020,"CHE","MHL",11,859,"distant",0.42,892,5
2021,"CHE","MKD",11,66,"distant",302.5,893,27
1989,"CHE","MLI",11,255,"distant",587.41,894,34
1993,"CHE","MLT",11,45,"distant",2.11,895,14
2017,"CHE","MMR",11,635,"distant",433.1,896,33
2014,"CHE","MNE",11,65,"distant",3.01,897,14
2018,"CHE","MNG",11,753,"distant",251.06,898,30
2018,"CHE","MOZ",11,259,"distant",869.03,899,34
2011,"CHE","MRT",11,256,"distant",13.81,900,33
1988,"CHE","MUS",11,257,"distant",0.71,901,7
2018,"CHE","MWI",11,253,"distant",19.8,902,32
2004,"CHE","MYS",11,751,"distant",4.54,903,30
2008,"CHE","NAM",11,275,"distant",15.71,904,33
2010,"CHE","NER",11,260,"distant",521.27,905,34
2003,"CHE","NGA",11,261,"distant",204.91,906,34
1991,"CHE","NIC",11,364,"distant",473.42,907,34
1991,"CHE","NPL",11,660,"distant",832.01,908,34
2019,"CHE","NRU",11,845,"distant",0.93,909,4
2015,"CHE","PAK",11,665,"distant",453.68,910,34
1996,"CHE","PAN",11,366,"distant",4.45,911,20
2002,"CHE","PER",11,454,"distant",553.4,912,34
1999,"CHE","PHL",11,755,"distant",99.28,913,34
2021,"CHE","PNG",11,862,"distant",4.38,914,23
1999,"CHE","PRK",11,740,"distant",163.48,915,30
2021,"CHE","PRY",11,451,"distant",22.43,916,33
1999,"CHE","PSE",11,550,"distant",554.71,917,29
1990,"CHE","RWA",11,266,"distant",287.54,918,34
2021,"CHE","SDN",11,278,"distant",304.88,919,34
2016,"CHE","SEN",11,269,"distant",146.21,920,34
2020,"CHE","SLB",11,866,"distant",0.03,921,2
2019,"CHE","SLE",11,272,"distant",63,922,31
2017,"CHE","SLV",11,342,"distant",78.06,923,34
1993,"CHE","SOM",11,273,"distant",283.31,924,34
2018,"CHE","SRB",11,63,"distant",800.6,925,27
2017,"CHE","SSD",11,279,"distant",244.2,926,11
1992,"CHE","STP",11,268,"distant",0.05,927,4
1996,"CHE","SVN",11,61,"distant",1.13,928,8
2019,"CHE","SWZ",11,280,"distant",4.53,929,18
1990,"CHE","SYR",11,573,"distant",336.44,930,30
1988,"CHE","TCD",11,232,"distant",493.64,931,34
2016,"CHE","TGO",11,283,"distant",273.23,932,33
1990,"CHE","THA",11,764,"distant",80.14,933,34
2002,"CHE","TJK",11,615,"distant",394.78,934,29
2008,"CHE","TKM",11,616,"distant",2.77,935,9
2000,"CHE","TLS",11,765,"distant",2.44,936,13
1990,"CHE","TUN",11,139,"distant",249.09,937,34
2015,"CHE","TUR",11,55,"distant",87.14,938,32
2009,"CHE","TUV",11,872,"distant",0.06,939,1
2004,"CHE","TWN",11,732,"distant",0.51,940,6
1991,"CHE","TZA",11,282,"distant",820.2,941,34
1990,"CHE","UGA",11,285,"distant",115.87,942,34
2018,"CHE","UKR",11,85,"distant",416.78,943,28
1996,"CHE","UZB",11,617,"distant",98.26,944,29
1997,"CHE","VCT",11,384,"distant",0.06,945,2
2001,"CHE","VEN",11,463,"distant",36.09,946,31
2008,"CHE","VNM",11,769,"distant",532.84,947,34
2020,"CHE","VUT",11,854,"distant",4.5,948,12
2012,"CHE","WSM",11,880,"distant",0.09,949,4
1995,"CHE","YEM",11,580,"distant",157.44,950,29
2012,"CHE","ZAF",11,218,"distant",270.41,951,29
2021,"CHE","ZMB",11,288,"distant",22.52,952,34
2016,"CHE","ZWE",11,265,"distant",230.81,953,34
2006,"CYP","AFG",30,625,"distant",0.23,954,4
2020,"CYP","ALB",30,71,"distant",0.07,955,3
2020,"CYP","ARM",30,610,"distant",0.82,956,8
2009,"CYP","AZE",30,611,"distant",0.09,957,3
2019,"CYP","BDI",30,228,"distant",0.01,958,1
2007,"CYP","BFA",30,287,"distant",0.04,959,4
2006,"CYP","BGD",30,666,"distant",0.34,960,4
2011,"CYP","BIH",30,64,"distant",0.87,961,6
2005,"CYP","BLR",30,86,"distant",0.01,962,1
2011,"CYP","CHN",30,730,"distant",0.4,963,8
2007,"CYP","CMR",30,229,"distant",0.01,964,1
2007,"CYP","CRI",30,336,"distant",0.05,965,4
